"VAP = Voting Age Population
# = Number
Erst Stm. = Constituency vote
Zweit Stm. = List vote
V = Valid
IV = Invalid",,,,,,,In decimals. Invalid votes included.,CDU,,,,SPD,,,,Die Linke,,,,Bündnis 90/Die Grünen,,,,CSU,,,,FDP,,,,AfD,,,,Other.,,,
Constituency/State Name,Official ID,State,# of VAP,# of Votes (V & IV),# of Erst Stm. (V),# of Zweit Stm. (V),% Turnout*,Erst Stm.,Zweit Stm.,% Erst Stm.,% Zweit Stm,Erst Stm.,Zweit Stm.,% Erst Stm.,% Zweit Stm,Erst Stm.,Zweit Stm.,% Erst Stm.,% Zweit Stm,Erst Stm.,Zweit Stm.,% Erst Stm.,% Zweit Stm,Erst Stm.,Zweit Stm.,% Erst Stm.,% Zweit Stm,Erst Stm.,Zweit Stm.,% Erst Stm.,% Zweit Stm,Erst Stm.,Zweit Stm.,% Erst Stm.,% Zweit Stm,Erst Stm.,Zweit Stm.,% Erst Stm.,% Zweit Stm
Rhineland-Pfalz (RP),,,1767014,1312052,1292667,1294448,0.7425249602,408513,372258,0.3160233842,0.2875804976,188802,171032,0.1460561769,0.1321273624,227194,218212,0.1757560145,0.168575331,46919,53340,0.03629627739,0.04120675377,,,,,71579,101129,0.0553731162,0.07812519313,291466,294069,0.2254764762,0.2271771442,58194,84408,0.04501855466,0.06520771788
Thüringen (TH),,,3080591,2392093,2351870,2362506,0.7765045733,932382,848003,0.3964428306,0.3589421572,676438,570518,0.2876170877,0.2414884872,133323,160912,0.05668808225,0.06811072649,140906,179233,0.05991232509,0.07586562743,,,,,161479,245235,0.06865983239,0.103802911,223659,265688,0.09509836853,0.1124602435,83683,92917,0.03558147347,0.0393298472
Bayern (BY),,,9522371,7441006,7371689,7393210,0.7814236601,,,,,1336404,1130931,0.1812887114,0.1529688728,384368,450803,0.05214110362,0.06097527326,661356,722116,0.0897156676,0.0976728647,3255487,2869688,0.4416202311,0.3881518312,477884,751248,0.06482693451,0.101613237,773542,916300,0.104934161,0.1239380459,3738135,3421812,0.5070934219,0.4628317064
Baden-Württemberg (BW),,,7732597,6053943,5983231,5992968,0.7829120023,2350054,2061687,0.3927734029,0.3440176887,1166668,982370,0.1949896302,0.1639204481,325019,380727,0.0543216533,0.06352895594,801880,807205,0.1340212337,0.1346920257,,,,,517512,762008,0.08649373558,0.1271503535,690128,730499,0.1153436998,0.1218926916,131970,268472,0.02205664465,0.0447978364
Saarland (SL),,,777264,595411,585403,585258,0.766034449,211855,189573,0.361895993,0.3239135561,184511,158895,0.3151862905,0.2714956481,65712,75448,0.1122508767,0.1289140858,26116,35117,0.04461200233,0.06000259715,,,,,27627,44477,0.0471931302,0.07599554385,54587,58920,0.09324687438,0.1006735491,14995,22828,0.02561483286,0.03900502001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flensburg – Schleswig,1,SH,228471,171914,170318,170465,0.7524543596,68120,58320,0.3999577261,0.3421230165,47711,40388,0.2801289353,0.2369284017,12144,14002,0.07130191759,0.08214002874,17911,22304,0.1051621085,0.1308421084,,,,,11147,18955,0.06544816167,0.1111958467,10583,11653,0.06213670898,0.06836007392,2702,4843,0.01586444181,0.02841052415
Nordfriesland – Dithmarschen Nord,2,SH,186568,139194,137897,138071,0.7460764976,62256,52928,0.4514673996,0.3833390067,34685,31120,0.2515283146,0.2253912842,7102,8589,0.05150220817,0.06220712532,13026,15144,0.09446180845,0.1096826995,,,,,11105,18050,0.08053112105,0.1307298419,8117,9030,0.05886277439,0.0654011342,1606,3210,0.01164637374,0.02324890817
Steinburg – Dithmarschen Süd,3,SH,176636,132017,130883,130878,0.7473957744,54812,47366,0.4187862442,0.3619095646,34219,29756,0.2614472468,0.227356775,7176,8732,0.05482759411,0.06671862345,8791,12960,0.06716685895,0.09902351809,,,,,14440,17298,0.1103275444,0.1321688901,10006,11180,0.07644995912,0.08542306576,1439,3586,0.01099455239,0.02739956295
Rendsburg-Eckernförde,4,SH,200831,157354,156102,156267,0.7835144973,66625,56585,0.426804269,0.362104603,45070,35766,0.288721477,0.2288774981,8074,9962,0.05172259164,0.06374986401,13978,19337,0.08954401609,0.1237433367,,,,,10077,19071,0.0645539455,0.1220411219,10656,11578,0.06826305877,0.07409113888,1622,3968,0.01039064202,0.0253924373
Kiel,5,SH,204650,153273,151679,152069,0.748951869,46560,40736,0.3069640491,0.2678783973,46991,36208,0.3098055762,0.2381024403,11114,15546,0.0732731624,0.1022299088,21743,26143,0.1433487826,0.1719153805,,,,,11363,17804,0.07491478715,0.1170784315,9283,10504,0.06120161657,0.06907390724,4625,5128,0.03049202592,0.0337215343
Plön – Neumünster,6,SH,174937,131713,130489,130514,0.7529167643,53109,43778,0.4069998237,0.335427617,37728,31013,0.2891278192,0.2376220176,7009,8503,0.05371333982,0.06515009884,11736,16350,0.08993861552,0.125273917,,,,,9379,16481,0.0718757903,0.1262776407,10223,11161,0.07834376844,0.08551573011,1305,3228,0.01000084298,0.02473297884
Pinneberg,7,SH,238533,187715,186095,186372,0.7869561025,73816,63863,0.3966576211,0.3426641341,56460,42729,0.3033934281,0.2292672719,11270,13111,0.06056046643,0.07034855021,15379,21336,0.0826405868,0.114480716,,,,,14441,24735,0.07760015046,0.1327184341,14729,15977,0.07914774712,0.08572639667,,4621,,0.02479449703
Segeberg – Stormarn-Mitte,8,SH,247296,193280,191772,191945,0.781573499,78824,66367,0.4110297645,0.3457605043,52434,43027,0.2734184344,0.2241631717,10838,13237,0.05651502826,0.06896246321,16004,21010,0.08345326742,0.1094584386,,,,,15617,26043,0.08143524602,0.1356794915,15682,17166,0.08177419018,0.0894318685,2373,5095,0.01237406921,0.0265440621
Ostholstein – Stormarn-Nord,9,SH,181522,138439,137289,137295,0.762656868,56996,48898,0.4151534355,0.3561528096,42232,33764,0.3076138656,0.2459230125,6062,8303,0.04415503063,0.06047561819,9539,13493,0.06948116746,0.09827743181,,,,,10047,18147,0.07318139108,0.1321752431,10790,11782,0.07859333231,0.08581521541,1623,2908,0.01182177742,0.02118066936
Herzogtum Lauenburg – Stormarn-Süd,10,SH,244930,193334,191765,191971,0.7893438942,75737,66031,0.3949469403,0.3439634111,52171,42815,0.2720569447,0.2230284783,9785,12480,0.05102599536,0.06500981919,18688,20826,0.09745261127,0.1084851358,,,,,15775,26163,0.08226214377,0.1362862099,17435,18792,0.09091857221,0.09788978544,2174,4864,0.01133679243,0.0253371603
Lübeck,11,SH,181638,130961,128733,129794,0.721000011,45432,38263,0.3529165016,0.2947979105,43578,32919,0.3385146,0.253624975,,12213,0,0.09409525864,16785,16568,0.1303861481,0.1276484275,,,,,8312,14097,0.06456774875,0.1086105675,11137,11539,0.08651239387,0.0889024146,3489,4195,0.02710260772,0.03232044625
Schleswig Holstein (SH),,,2266012,1729194,1713022,1715641,0.7631001071,682287,583135,0.3982943593,0.3398933693,493279,399505,0.2879583566,0.2328604877,90574,124678,0.05287381014,0.07267138055,163580,205471,0.09549206023,0.1197634004,,,,,131703,216844,0.0768834259,0.1263924096,128641,140362,0.07509594156,0.08181315322,22958,45646,0.01340204621,0.02660579923
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,12,MV,216800,157071,155102,155411,0.7244972325,49733,51083,0.3206470581,0.3286961669,34267,28947,0.2209320318,0.1862609468,26655,25929,0.1718546505,0.166841472,5837,6606,0.03763329938,0.04250664367,,,,,7470,9879,0.04816185478,0.06356692898,24764,25692,0.1596626736,0.1653164834,6376,7275,0.04110843187,0.04681135827
Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,13,MV,205876,146768,144838,145111,0.7128951408,43453,48841,0.3000110468,0.3365768274,34705,25029,0.2396125326,0.1724817553,23433,24409,0.1617876524,0.168209164,5858,5521,0.04044518704,0.03804673664,,,,,8290,9008,0.05723636062,0.06207661721,25262,25688,0.1744155539,0.1770231064,3837,6615,0.02649166655,0.04558579294
Rostock – Landkreis Rostock II,14,MV,222913,164016,162239,162322,0.7357848129,47923,49433,0.2953852033,0.3045366617,29056,25650,0.1790938061,0.1580192457,40202,33575,0.2477949198,0.2068419561,8333,10229,0.05136249607,0.06301671985,,,,,7368,10661,0.04541448111,0.06567809662,23785,25171,0.1466047005,0.155068321,5572,7603,0.03434439315,0.04683899903
Vorpommern-Rügen – Vorpommern-Greifswald I,15,MV,240887,169528,167662,167412,0.7037656661,73746,55110,0.4398492205,0.3291878718,19515,20405,0.1163948897,0.1218849306,26650,30107,0.1589507461,0.1798377655,5081,8498,0.03030501843,0.05076099682,,,,,5229,11490,0.03118774678,0.0686330729,32173,32881,0.1918920209,0.1964076649,5268,8921,0.03142035762,0.05328769742
Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,16,MV,226039,156965,154628,154813,0.6944155655,48269,51789,0.3121620922,0.3345261703,21493,19064,0.1389981116,0.1231421134,29462,27246,0.1905347026,0.1759929722,3898,4068,0.02520888843,0.02627686305,,,,,8909,8659,0.05761569703,0.05593199538,36273,35595,0.2345823525,0.2299225517,6324,8392,0.04089815557,0.05420733401
Mecklenburgische Seenplatte II – Landkreis Rostock III,17,MV,212099,144239,142376,142441,0.6800550686,53538,51007,0.3760324774,0.3580921224,22401,20594,0.1573369107,0.1445791591,24728,24102,0.1736809575,0.1692068997,4739,4592,0.03328510423,0.03223790903,,,,,6633,8198,0.04658790807,0.05755365379,26199,27382,0.184012755,0.1922339776,4138,6566,0.02906388717,0.04609627846
Mecklenburg-Vorpommern (MV),,,1324614,938587,926845,927510,0.7085739695,316662,307263,0.3416558324,0.3312772908,161437,139689,0.1741790699,0.1506064625,171130,165368,0.1846371292,0.1782924173,33746,39514,0.03640953989,0.04260223609,,,,,43899,57895,0.04736390659,0.06241981219,168456,172409,0.1817520729,0.1858837101,31515,45372,0.03400244917,0.04891807096
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamburg-Mitte,18,HH,243543,175731,174015,174293,0.7215604637,42149,40909,0.2422147516,0.2347139587,53795,41551,0.3091400167,0.2383974113,24083,26109,0.1383961153,0.1497994756,22368,25164,0.128540643,0.1443775711,,,,,11202,16255,0.06437376088,0.09326249476,12728,13940,0.07314311985,0.07998026312,7690,10365,0.04419159268,0.05946882548
Hamburg-Altona,19,HH,185944,146090,144929,145226,0.7856666523,37575,36139,0.2592648814,0.2488466253,41947,29680,0.2894313767,0.2043711181,19704,22766,0.1359562268,0.1567625632,20817,26036,0.1436358493,0.1792791924,,,,,12482,16306,0.08612493014,0.1122801702,7425,8028,0.05123198256,0.05527935769,4979,6271,0.03435475302,0.0431809731
Hamburg-Eimsbüttel,20,HH,192399,156013,154730,155203,0.8108825929,44416,41826,0.2870548698,0.2694922134,48920,34575,0.3161636399,0.2227727557,16123,19290,0.104200866,0.1242888346,23220,26372,0.1500678601,0.1699193959,,,,,10537,17463,0.0680992697,0.112517155,8777,9138,0.05672461707,0.05887772788,2737,6539,0.0176888774,0.04213191755
Hamburg-Nord,21,HH,217226,178760,177363,177874,0.8229217497,59441,55737,0.3351375428,0.3133510238,54695,38150,0.3083788614,0.214477664,13277,16720,0.07485777755,0.09399912297,24065,25584,0.1356821885,0.1438321508,,,,,14911,24652,0.08407052204,0.1385924868,9701,10963,0.05469573699,0.06163351586,1273,6068,0.007177370703,0.03411403578
Hamburg-Wandsbek,22,HH,235513,172574,170867,171301,0.732757852,50822,49482,0.2974360175,0.28885996,59086,45542,0.3458011202,0.2658595105,15673,16847,0.09172631345,0.09834735349,12112,17773,0.07088554256,0.1037530429,,,,,12007,17621,0.07027102951,0.1028657159,16208,16732,0.09485740371,0.09767602057,4959,7304,0.02902257311,0.04263839674
Hamburg-Bergedorf – Harburg,23,HH,222031,155758,153768,154221,0.7015146534,43274,42219,0.2814239634,0.2737564923,53446,40364,0.3475755684,0.261728299,16382,17344,0.1065371209,0.1124619864,11903,15442,0.07740882368,0.1001290356,,,,,8039,13313,0.05228005827,0.08632417116,16688,17710,0.1085271318,0.114835204,4036,7829,0.02624733365,0.05076481154
Hamburg (HH),,,1296656,984926,975672,978118,0.759589282,277677,266312,0.2846007675,0.2722698079,311889,229862,0.3196658303,0.2350043655,105242,119076,0.1078661681,0.1217399128,114485,136371,0.1173396387,0.1394218285,,,,,69178,105610,0.07090292639,0.1079726577,71527,76511,0.07331049779,0.07822266843,25674,44376,0.02631417116,0.04536875919
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurich – Emden,24,NI,191541,142676,139584,141071,0.7448849071,38531,39552,0.2760416667,0.2803694594,69231,53353,0.4959809147,0.37819963,9403,10142,0.06736445438,0.07189287664,9787,10503,0.07011548602,0.07445187175,,,,,6882,10079,0.04930364512,0.071446293,,12877,0,0.09128027731,5750,4565,0.0411938331,0.03235959198
Unterems,25,NI,235234,176342,174789,174952,0.7496450343,87406,74173,0.5000657936,0.423962001,48959,48194,0.280103439,0.2754698432,7726,9459,0.04420186625,0.05406625817,8255,10258,0.04722837249,0.05863322511,,,,,7758,13629,0.04438494413,0.07790136723,13387,14620,0.0765894879,0.08356577804,1298,4619,0.007426096608,0.02640152728
Friesland – Wilhelmshaven – Wittmund,26,NI,189344,139153,137343,137596,0.7349216241,44537,45098,0.3242757185,0.3277566208,54504,42207,0.3968458531,0.3067458356,8127,9738,0.05917301937,0.07077240617,7542,9984,0.05491361045,0.07256024884,,,,,8074,12958,0.05878712421,0.09417424925,11392,12490,0.08294561791,0.09077298759,3167,5121,0.02305905652,0.03721765168
Oldenburg – Ammerland,27,NI,226253,175967,174170,174681,0.7777443835,52598,53417,0.3019923064,0.305797425,63235,45514,0.3630648217,0.2605549545,14081,16351,0.08084629959,0.0936049141,19827,21821,0.1138370558,0.1249191383,,,,,10635,18136,0.06106103232,0.1038235412,11592,12625,0.06655566401,0.07227460342,2202,6817,0.01264282023,0.03902542349
Delmenhorst – Wesermarsch – Oldenburg-Land,28,NI,227696,170194,168228,168819,0.7474615277,57390,56526,0.3411441615,0.3348319798,55326,47622,0.3288750981,0.2820891013,10262,11567,0.06100054688,0.06851716928,12933,13525,0.07687780869,0.08011538986,,,,,15208,17076,0.09040112229,0.1011497521,15122,16392,0.08988991131,0.09709807545,1987,6111,0.01181135126,0.03619853216
Cuxhaven – Stade II,29,NI,187679,141726,140293,140719,0.7551510824,59930,54163,0.4271774073,0.3849018256,43077,38923,0.3070502448,0.2766008855,8121,9121,0.05788599574,0.0648171178,8491,9709,0.06052333331,0.06899565801,,,,,6984,11483,0.04978152866,0.08160234226,11862,12650,0.08455161697,0.08989546543,1828,4670,0.01302987319,0.03318670542
Stade I – Rotenburg II,30,NI,197297,153044,151852,152195,0.7757036346,67463,59229,0.4442681032,0.3891652157,42829,37361,0.282044359,0.2454811262,7994,9564,0.05264336327,0.06284043497,10613,12511,0.06989041962,0.08220375177,,,,,8797,14538,0.0579314069,0.09552219192,12590,13513,0.08290967521,0.08878741089,1566,5479,0.01031267287,0.03599986859
Mittelems,31,NI,230151,179811,178624,178852,0.7812740331,95815,88310,0.536406082,0.493760204,47107,41983,0.2637215604,0.2347359828,6813,8167,0.03814157112,0.04566345358,8900,10803,0.04982533142,0.06040189654,,,,,10089,16181,0.05648177177,0.09047145126,8949,9701,0.05009965066,0.05424037752,951,3707,0.005324032605,0.02072663431
Cloppenburg – Vechta,32,NI,220042,163669,162119,162516,0.7438080003,93545,86301,0.5770144153,0.5310307908,32997,28870,0.2035356744,0.1776440474,6640,7145,0.04095756821,0.04396490192,7034,8207,0.04338788174,0.05049964311,,,,,8306,15298,0.05123397011,0.09413227005,12683,13145,0.07823265626,0.0808843437,914,3550,0.005637833937,0.02184400305
Diepholz – Nienburg I,33,NI,193934,148298,146818,147278,0.7646828302,65465,55833,0.4458921931,0.3790993903,40102,37505,0.2731408955,0.254654463,7759,8951,0.05284774346,0.06077621912,11252,11992,0.0766391042,0.0814242453,,,,,10285,15515,0.07005271833,0.1053449938,11955,12434,0.08142734542,0.08442537242,,5048,,0.03427531607
Osterholz – Verden,34,NI,196136,153036,151768,151798,0.7802545173,59560,53035,0.3924410943,0.3493787797,48505,40047,0.3195996521,0.2638177051,10714,11055,0.07059459175,0.07282704647,10146,14052,0.06685203732,0.0925703896,,,,,8273,13464,0.05451083232,0.08869682077,12995,14675,0.08562411048,0.09667452799,1575,5470,0.01037768172,0.03603473037
Rotenburg I – Heidekreis,35,NI,168101,127071,126097,126104,0.7559205478,45510,47558,0.3609126308,0.3771331599,51938,34211,0.4118892599,0.2712919495,5219,7422,0.04138877214,0.0588561822,6053,10068,0.04800272806,0.07983886316,,,,,5659,10699,0.04487814936,0.08484266954,10331,11671,0.08192899117,0.09255059316,1387,4475,0.01099946866,0.0354865825
Harburg,36,NI,199081,161837,160512,160855,0.8129203691,65223,57815,0.406343451,0.3594230829,44017,35377,0.2742287181,0.2199309938,8638,10117,0.05381529107,0.06289515402,14565,16410,0.09074087919,0.1020173448,,,,,10458,18839,0.06515400718,0.1171179012,14826,16047,0.09236692584,0.09976065401,2785,6250,0.01735072767,0.03885486929
Lüchow-Dannenberg – Lüneburg,37,NI,180865,141000,139618,140139,0.7795869848,46740,43861,0.3347705883,0.3129821106,39169,32865,0.2805440559,0.234517158,11729,12705,0.08400779269,0.09065998758,20604,18906,0.147574095,0.1349089119,,,,,9245,12959,0.06621639044,0.09247247376,12131,12498,0.0868870776,0.08918288271,,6345,,0.0452764755
Osnabrück-Land,38,NI,199131,151302,150076,150195,0.7598113804,68379,60737,0.4556291479,0.4043876294,42438,38529,0.2827767265,0.2565265155,7908,9156,0.05269330206,0.06096075102,11613,12346,0.07738079373,0.08219980692,,,,,9576,14603,0.06380767078,0.09722693831,9934,10940,0.06619312881,0.0728386431,228,3884,0.001519230257,0.0258597157
Stadt Osnabrück,39,NI,196720,152107,149408,151169,0.7732157381,60185,53977,0.402823142,0.3570639483,47279,37336,0.3164422253,0.2469818547,12521,12759,0.0838040801,0.08440222532,15108,18353,0.1011190833,0.1214071668,,,,,13353,14309,0.08937272435,0.0946556503,,9499,,0.06283695731,962,4936,0.006438744913,0.03265219721
Nienburg II – Schaumburg,40,NI,194800,146673,145477,145654,0.7529414784,59128,49896,0.4064422555,0.3425652574,47615,43307,0.3273025977,0.2973279141,6530,8289,0.0448868206,0.05690883875,11206,11831,0.07702935859,0.08122674283,,,,,6539,12430,0.04494868605,0.08533922858,13292,14945,0.091368395,0.1026061763,1167,4956,0.008021886621,0.03402584206
Stadt Hannover I,41,NI,179883,134805,133415,133849,0.7494037791,39487,36401,0.2959712176,0.2719557113,47549,36645,0.3563992055,0.273778661,9579,12470,0.0717985234,0.09316468558,12102,16292,0.09070944047,0.1217192508,,,,,8734,13658,0.06546490275,0.1020403589,11364,12226,0.08517782858,0.09134173584,4600,6157,0.03447888168,0.04599959656
Stadt Hannover II,42,NI,193433,149031,147624,148091,0.7704528183,42713,36203,0.2893364223,0.2444645522,49744,37964,0.3369641793,0.2563558893,13775,17823,0.09331138568,0.1203516757,16486,22079,0.1116756083,0.1490907618,,,,,8165,14735,0.05530943478,0.09949963198,10590,11241,0.07173630304,0.07590603075,6151,8046,0.04166666667,0.05433145836
Hannover-Land I,43,NI,232926,181650,180096,180376,0.7798614152,72282,62828,0.4013526119,0.3483168492,59552,48783,0.3306680881,0.2704517231,8958,10890,0.04974013859,0.06037388566,10725,14335,0.05955157249,0.07947287888,,,,,9325,18869,0.05177794065,0.1046092607,17217,18366,0.09559901386,0.1018206413,2037,6305,0.01131063433,0.03495476117
Celle – Uelzen,44,NI,214612,162145,160796,161006,0.755526252,68655,58858,0.4269695764,0.3655640162,48189,40899,0.2996902908,0.2540215893,7901,9297,0.04913679445,0.05774318969,9266,12478,0.05762581159,0.07750021738,,,,,8830,16334,0.05491430135,0.1014496354,16199,17554,0.1007425558,0.1090269928,1756,5586,0.01092066967,0.03469435922
Gifhorn – Peine,45,NI,218556,168861,167373,167573,0.7726212046,60345,56567,0.3605420229,0.3375663144,63294,50445,0.3781613522,0.3010329826,8827,10166,0.05273849426,0.06066609776,9342,12094,0.05581545411,0.07217153121,,,,,8062,14004,0.04816786459,0.08356954879,16501,18289,0.09858818328,0.109140494,1002,6008,0.005986628668,0.03585303122
Hameln-Pyrmont – Holzminden,46,NI,187377,139780,138469,138673,0.745982698,46181,44424,0.3335114719,0.3203507532,54130,44190,0.3909178228,0.3186633303,8220,9130,0.05936346764,0.06583833911,7511,9995,0.05424318801,0.07207603499,,,,,8034,12531,0.05802020669,0.09036366128,13143,14054,0.09491655172,0.1013463327,1250,4349,0.009027291307,0.03136154839
Hannover-Land II,47,NI,239923,188495,186766,187016,0.7856478954,65815,58984,0.3523928338,0.3153954742,69104,55161,0.3700031055,0.294953373,10124,12305,0.05420686849,0.06579650939,10693,16290,0.05725346155,0.08710484664,,,,,10092,17925,0.05403553109,0.09584741412,17570,19392,0.09407493869,0.1036916627,3368,6959,0.01803326087,0.03721071994
Hildesheim,48,NI,218349,169613,167861,168297,0.7767976954,60457,54871,0.3601610857,0.3260367089,62448,52077,0.3720220897,0.3094351058,8502,10932,0.05064904892,0.06495659459,12691,14806,0.07560422016,0.0879754244,,,,,9330,13876,0.05558170153,0.08244947919,14433,15695,0.08598185403,0.09325775266,,6040,,0.03588893444
Salzgitter – Wolfenbüttel,49,NI,206133,157046,155479,155719,0.7618673381,45310,45985,0.2914219927,0.2953075733,66587,50482,0.4282700558,0.3241865155,9290,11266,0.05975083452,0.07234826836,6680,10213,0.04296400157,0.06558608776,,,,,7268,12450,0.04674586279,0.07995170788,18564,19115,0.1193987612,0.1227531644,1780,6208,0.01144849144,0.03986668294
Braunschweig,50,NI,192041,147712,146350,146657,0.7691690837,45881,42534,0.3135018791,0.2900236607,55641,38695,0.3801913222,0.2638469354,11145,13673,0.07615305774,0.09323114478,11761,17295,0.08036214554,0.1179282271,,,,,7877,14684,0.05382302699,0.100124781,11377,12268,0.0777382986,0.0836509679,2668,7508,0.0182302699,0.05119428326
Helmstedt – Wolfsburg,51,NI,183961,137303,135832,136012,0.7463701545,47416,47037,0.3490782732,0.3458297797,51646,40740,0.3802196831,0.2995323942,8128,9050,0.05983862418,0.06653824663,6096,8064,0.04487896814,0.05928888627,,,,,7791,10988,0.05735761823,0.08078698938,13857,14862,0.1020157253,0.1092697703,898,5271,0.006611107839,0.03875393348
